Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#259 - >gb|KAI5704273.1|[hypothetical protein M8J75_003579 [Diaphorina citri]]	superfamily	225802	84	423	1.49258e-06	50.8644	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#259 - >gb|KAI5704273.1|[hypothetical protein M8J75_003579 [Diaphorina citri]]	superfamily	235410	135	422	8.39586e-05	45.1917	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#260 - >gb|KAI5742064.1|[hypothetical protein M8J77_002643 [Diaphorina citri]]	superfamily	223104	118	515	3.9326e-21	95.8259	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#260 - >gb|KAI5742064.1|[hypothetical protein M8J77_002643 [Diaphorina citri]]	superfamily	445285	121	515	7.09033e-20	91.5476	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#260 - >gb|KAI5742064.1|[hypothetical protein M8J77_002643 [Diaphorina citri]]	superfamily	223551	119	525	3.55314e-11	64.9535	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#260 - >gb|KAI5742064.1|[hypothetical protein M8J77_002643 [Diaphorina citri]]	superfamily	225802	123	478	1.52506e-06	50.8644	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#261 - >gb|KAI5704627.1|[hypothetical protein M8J75_007401 [Diaphorina citri]]	superfamily	223104	118	506	4.41632e-21	95.4407	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#261 - >gb|KAI5704627.1|[hypothetical protein M8J75_007401 [Diaphorina citri]]	superfamily	445285	121	506	2.04889e-18	86.9252	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#261 - >gb|KAI5704627.1|[hypothetical protein M8J75_007401 [Diaphorina citri]]	superfamily	223551	119	516	1.19133e-08	56.8643	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#261 - >gb|KAI5704627.1|[hypothetical protein M8J75_007401 [Diaphorina citri]]	superfamily	225802	123	469	8.99129e-05	45.0864	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#262 - >gb|KAI5704902.1|[hypothetical protein M8J75_009879 [Diaphorina citri]]	superfamily	445285	222	611	1.0303e-28	118.512	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#262 - >gb|KAI5704902.1|[hypothetical protein M8J75_009879 [Diaphorina citri]]	superfamily	223104	219	630	4.86363e-23	102.374	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#262 - >gb|KAI5704902.1|[hypothetical protein M8J75_009879 [Diaphorina citri]]	superfamily	223551	219	626	6.9465e-12	67.6499	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#262 - >gb|KAI5704902.1|[hypothetical protein M8J75_009879 [Diaphorina citri]]	superfamily	235410	239	414	1.21991e-06	51.7401	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#262 - >gb|KAI5704902.1|[hypothetical protein M8J75_009879 [Diaphorina citri]]	superfamily	455838	223	333	5.94535e-06	46.7279	cl42493	RosB superfamily	C	 - 	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain [Inorganic ion transport and metabolism]; Kef-type K+ transport system, predicted NAD-binding component [Inorganic ion transport and metabolism].
Q#262 - >gb|KAI5704902.1|[hypothetical protein M8J75_009879 [Diaphorina citri]]	superfamily	225802	223	417	7.23744e-06	49.3236	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#262 - >gb|KAI5704902.1|[hypothetical protein M8J75_009879 [Diaphorina citri]]	superfamily	428334	213	333	2.27606e-05	46.7683	cl44534	AbrB superfamily	N	 - 	Transition state regulatory protein AbrB; Bacillus subtilis respond to a multitude of environmental stimuli by using transcription factors called transition state regulators (TSRs). They play an essential role in cell survival by regulating spore formation, competence, and biofilm development. AbrB is one of the most known TSRs, acting as a pleotropic regulator for over 60 different genes where it directly binds to their promoter or regulatory regions. Many other genes are indirectly controlled by AbrB since it is a regulator of other regulatory proteins, including ScoC, Abh, SinR and SigH. Hence, AbrB is considered a global regulatory protein controlling processes such as Bacillus subtilis growth and cell division as well as production of extracellular degradative enzymes, nitrogen utilization and amino acid metabolism, motility, synthesis of antibiotics and their resistant determinants, development of competence, transport systems, oxidative stress response, phosphate metabolism, cell surface components and sporulation. AbrB is a tetramer consisting of identical 94 residue monomers. Its DNA-binding function resides solely in the N-terminal domain (AbrBN) of 53 residues. Although it does not recognize a well-defined DNA base-pairing sequence, instead, it appears to target a very weak pseudo consensus nucleotide sequence, TGGNA-5bp-TGGNA, which allows it to be rather promiscuous in binding. The N-terminal domains of very similar sequences are present in two more Bacillus subtilis proteins, Abh and SpoVT. Mutagenesis studies suggest that the role of the C-terminal domain is in forming multimers.
Q#262 - >gb|KAI5704902.1|[hypothetical protein M8J75_009879 [Diaphorina citri]]	superfamily	177577	561	677	0.000796155	42.2517	cl30052	PHA03292 superfamily	N	 - 	envelope glycoprotein I; Provisional
Q#263 - >gb|KAI5742900.1|[hypothetical protein M8J77_012411 [Diaphorina citri]]	superfamily	445285	223	612	1.23542e-28	118.126	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#263 - >gb|KAI5742900.1|[hypothetical protein M8J77_012411 [Diaphorina citri]]	superfamily	223104	220	631	4.5325e-23	102.374	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#263 - >gb|KAI5742900.1|[hypothetical protein M8J77_012411 [Diaphorina citri]]	superfamily	223551	220	627	7.34268e-12	67.6499	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#263 - >gb|KAI5742900.1|[hypothetical protein M8J77_012411 [Diaphorina citri]]	superfamily	235410	240	415	1.1809e-06	51.7401	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#263 - >gb|KAI5742900.1|[hypothetical protein M8J77_012411 [Diaphorina citri]]	superfamily	455838	224	334	6.24566e-06	46.7279	cl42493	RosB superfamily	C	 - 	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain [Inorganic ion transport and metabolism]; Kef-type K+ transport system, predicted NAD-binding component [Inorganic ion transport and metabolism].
Q#263 - >gb|KAI5742900.1|[hypothetical protein M8J77_012411 [Diaphorina citri]]	superfamily	225802	224	418	7.00603e-06	49.3236	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#263 - >gb|KAI5742900.1|[hypothetical protein M8J77_012411 [Diaphorina citri]]	superfamily	428334	214	334	2.36254e-05	46.7683	cl44534	AbrB superfamily	N	 - 	Transition state regulatory protein AbrB; Bacillus subtilis respond to a multitude of environmental stimuli by using transcription factors called transition state regulators (TSRs). They play an essential role in cell survival by regulating spore formation, competence, and biofilm development. AbrB is one of the most known TSRs, acting as a pleotropic regulator for over 60 different genes where it directly binds to their promoter or regulatory regions. Many other genes are indirectly controlled by AbrB since it is a regulator of other regulatory proteins, including ScoC, Abh, SinR and SigH. Hence, AbrB is considered a global regulatory protein controlling processes such as Bacillus subtilis growth and cell division as well as production of extracellular degradative enzymes, nitrogen utilization and amino acid metabolism, motility, synthesis of antibiotics and their resistant determinants, development of competence, transport systems, oxidative stress response, phosphate metabolism, cell surface components and sporulation. AbrB is a tetramer consisting of identical 94 residue monomers. Its DNA-binding function resides solely in the N-terminal domain (AbrBN) of 53 residues. Although it does not recognize a well-defined DNA base-pairing sequence, instead, it appears to target a very weak pseudo consensus nucleotide sequence, TGGNA-5bp-TGGNA, which allows it to be rather promiscuous in binding. The N-terminal domains of very similar sequences are present in two more Bacillus subtilis proteins, Abh and SpoVT. Mutagenesis studies suggest that the role of the C-terminal domain is in forming multimers.
Q#263 - >gb|KAI5742900.1|[hypothetical protein M8J77_012411 [Diaphorina citri]]	superfamily	177577	562	678	0.000797586	42.2517	cl30052	PHA03292 superfamily	N	 - 	envelope glycoprotein I; Provisional
Q#264 - >gb|KAI5737038.1|[hypothetical protein M8J76_009530 [Diaphorina citri]]	superfamily	445285	215	604	1.36228e-28	118.126	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#264 - >gb|KAI5737038.1|[hypothetical protein M8J76_009530 [Diaphorina citri]]	superfamily	223104	212	623	8.18618e-23	101.604	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#264 - >gb|KAI5737038.1|[hypothetical protein M8J76_009530 [Diaphorina citri]]	superfamily	223551	212	619	8.46965e-12	67.6499	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#264 - >gb|KAI5737038.1|[hypothetical protein M8J76_009530 [Diaphorina citri]]	superfamily	235410	232	407	1.20308e-06	51.7401	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#264 - >gb|KAI5737038.1|[hypothetical protein M8J76_009530 [Diaphorina citri]]	superfamily	455838	216	326	6.16488e-06	46.7279	cl42493	RosB superfamily	C	 - 	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain [Inorganic ion transport and metabolism]; Kef-type K+ transport system, predicted NAD-binding component [Inorganic ion transport and metabolism].
Q#264 - >gb|KAI5737038.1|[hypothetical protein M8J76_009530 [Diaphorina citri]]	superfamily	225802	216	410	7.01802e-06	49.3236	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#264 - >gb|KAI5737038.1|[hypothetical protein M8J76_009530 [Diaphorina citri]]	superfamily	428334	206	326	2.30763e-05	46.7683	cl44534	AbrB superfamily	N	 - 	Transition state regulatory protein AbrB; Bacillus subtilis respond to a multitude of environmental stimuli by using transcription factors called transition state regulators (TSRs). They play an essential role in cell survival by regulating spore formation, competence, and biofilm development. AbrB is one of the most known TSRs, acting as a pleotropic regulator for over 60 different genes where it directly binds to their promoter or regulatory regions. Many other genes are indirectly controlled by AbrB since it is a regulator of other regulatory proteins, including ScoC, Abh, SinR and SigH. Hence, AbrB is considered a global regulatory protein controlling processes such as Bacillus subtilis growth and cell division as well as production of extracellular degradative enzymes, nitrogen utilization and amino acid metabolism, motility, synthesis of antibiotics and their resistant determinants, development of competence, transport systems, oxidative stress response, phosphate metabolism, cell surface components and sporulation. AbrB is a tetramer consisting of identical 94 residue monomers. Its DNA-binding function resides solely in the N-terminal domain (AbrBN) of 53 residues. Although it does not recognize a well-defined DNA base-pairing sequence, instead, it appears to target a very weak pseudo consensus nucleotide sequence, TGGNA-5bp-TGGNA, which allows it to be rather promiscuous in binding. The N-terminal domains of very similar sequences are present in two more Bacillus subtilis proteins, Abh and SpoVT. Mutagenesis studies suggest that the role of the C-terminal domain is in forming multimers.
Q#264 - >gb|KAI5737038.1|[hypothetical protein M8J76_009530 [Diaphorina citri]]	superfamily	177577	554	670	0.000786139	42.2517	cl30052	PHA03292 superfamily	N	 - 	envelope glycoprotein I; Provisional
Q#266 - >gb|KAG8183784.1|[hypothetical protein JTE90_001680 [Oedothorax gibbosus]]	superfamily	445285	71	464	3.95804e-25	106.956	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#266 - >gb|KAG8183784.1|[hypothetical protein JTE90_001680 [Oedothorax gibbosus]]	superfamily	223104	71	476	2.34095e-19	90.4331	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#266 - >gb|KAG8183784.1|[hypothetical protein JTE90_001680 [Oedothorax gibbosus]]	superfamily	223551	66	485	7.79701e-17	82.6727	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#266 - >gb|KAG8183784.1|[hypothetical protein JTE90_001680 [Oedothorax gibbosus]]	superfamily	225802	129	277	0.00214218	40.8492	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#267 - >gb|KAG8186332.1|[hypothetical protein JTE90_005864 [Oedothorax gibbosus]]	superfamily	223104	60	462	2.68067e-22	99.2927	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#267 - >gb|KAG8186332.1|[hypothetical protein JTE90_005864 [Oedothorax gibbosus]]	superfamily	445285	64	459	9.35229e-17	81.9176	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#267 - >gb|KAG8186332.1|[hypothetical protein JTE90_005864 [Oedothorax gibbosus]]	superfamily	223551	61	466	1.22027e-08	56.8643	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#267 - >gb|KAG8186332.1|[hypothetical protein JTE90_005864 [Oedothorax gibbosus]]	superfamily	235410	61	399	4.82487e-05	45.9621	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#268 - >gb|KAG8183783.1|[hypothetical protein JTE90_001679 [Oedothorax gibbosus]]	superfamily	445285	89	428	6.09883e-18	85.3844	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#268 - >gb|KAG8183783.1|[hypothetical protein JTE90_001679 [Oedothorax gibbosus]]	superfamily	223104	88	489	9.57391e-18	85.4255	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#268 - >gb|KAG8183783.1|[hypothetical protein JTE90_001679 [Oedothorax gibbosus]]	superfamily	223551	89	479	1.13948e-07	53.7827	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#268 - >gb|KAG8183783.1|[hypothetical protein JTE90_001679 [Oedothorax gibbosus]]	superfamily	225802	135	305	0.000356748	43.1604	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#269 - >gb|KAG8186330.1|[hypothetical protein JTE90_005862 [Oedothorax gibbosus]]	superfamily	445285	92	432	6.20332e-21	94.6292	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#269 - >gb|KAG8186330.1|[hypothetical protein JTE90_005862 [Oedothorax gibbosus]]	superfamily	223104	92	428	4.01408e-18	86.5811	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#269 - >gb|KAG8186330.1|[hypothetical protein JTE90_005862 [Oedothorax gibbosus]]	superfamily	223551	92	468	1.60748e-12	69.1907	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#269 - >gb|KAG8186330.1|[hypothetical protein JTE90_005862 [Oedothorax gibbosus]]	superfamily	225802	135	421	5.85051e-05	45.8568	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#269 - >gb|KAG8186330.1|[hypothetical protein JTE90_005862 [Oedothorax gibbosus]]	superfamily	235410	134	416	6.12957e-05	45.5769	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#270 - >gb|KAG8172704.1|[hypothetical protein JTE90_011582 [Oedothorax gibbosus]]	superfamily	445285	64	165	4.30277e-05	43.0124	cl01133	Na_H_Exchanger superfamily	C	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#270 - >gb|KAG8172704.1|[hypothetical protein JTE90_011582 [Oedothorax gibbosus]]	superfamily	223104	60	165	0.000144426	41.5127	cl42993	NhaP superfamily	C	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#270 - >gb|KAG8172704.1|[hypothetical protein JTE90_011582 [Oedothorax gibbosus]]	superfamily	223551	61	166	0.00348987	37.2191	cl43152	KefB superfamily	C	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#271 - KAH7644190.1[sodium/hydrogen exchanger 9b2-like [Dermatophagoides farinae]]	superfamily	223104	14	414	2.67556e-22	98.9075	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#271 - KAH7644190.1[sodium/hydrogen exchanger 9b2-like [Dermatophagoides farinae]]	superfamily	445285	25	383	2.84909e-17	83.0732	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#271 - KAH7644190.1[sodium/hydrogen exchanger 9b2-like [Dermatophagoides farinae]]	superfamily	223551	16	424	2.48748e-07	52.6271	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#271 - KAH7644190.1[sodium/hydrogen exchanger 9b2-like [Dermatophagoides farinae]]	superfamily	235410	1	230	2.93212e-05	46.3473	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#271 - KAH7644190.1[sodium/hydrogen exchanger 9b2-like [Dermatophagoides farinae]]	superfamily	455838	25	146	0.00092781	41.2789	cl42493	RosB superfamily	C	 - 	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain [Inorganic ion transport and metabolism]; Kef-type K+ transport system, predicted NAD-binding component [Inorganic ion transport and metabolism].
Q#271 - KAH7644190.1[sodium/hydrogen exchanger 9b2-like [Dermatophagoides farinae]]	superfamily	225802	26	233	0.00164464	40.8492	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#272 - KAF7496482.1[Sodium/hydrogen exchanger 9B2 [Sarcoptes scabiei]]	superfamily	223104	42	440	2.85659e-21	95.8259	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#272 - KAF7496482.1[Sodium/hydrogen exchanger 9B2 [Sarcoptes scabiei]]	superfamily	445285	54	435	8.70569e-19	87.6956	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#272 - KAF7496482.1[Sodium/hydrogen exchanger 9B2 [Sarcoptes scabiei]]	superfamily	225802	53	392	0.00216688	40.464	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
